Go.	Va !
Do I annoy you?	Est-ce que je vous ennuie ?
Do I annoy you?	Est-ce que je vous agace ?
Do I annoy you?	Est-ce que je t'agace ?
Do I annoy you?	Est-ce que je t'embête ?
Do I annoy you?	Est-ce que je vous embête ?
Do I need this?	Ai-je besoin de ça ?
Do as you like.	Fais comme il te plaira !
Do as you like.	Fais comme tu veux.
Do as you like.	Faites comme il vous plaira.
Do as you like.	Faites comme vous voulez.
Do as you want.	Fais comme bon te semble.
Do as you want.	Fais comme tu veux.
Do as you want.	Fais comme ça te chante.
Do as you want.	Faites comme ça vous chante.
Do it this way.	Faites ça comme ça.
Do it this way.	Fais-le de cette manière.
Do it this way.	Faites-le de cette manière.
Do it this way.	Fais-le ainsi.
Do it this way.	Faites-le ainsi.
Do it tomorrow.	Fais-le demain !
Do it tomorrow.	Faites-le demain !
Do it yourself.	Faites-le vous-même.
Do not do that.	Ne fais pas cela.
Do not do that.	Ne faites pas ça.
Do tigers purr?	Les tigres ronronnent-ils ?
Do we know you?	Vous connaissons-nous ?
Do you deny it?	Le nies-tu ?
Do you hate me?	Tu me détestes ?
Do you hear me?	Tu m'entends ?
Do you hear me?	M'entendez-vous ?
Do you know me?	Me connaissez-vous ?
Do you know me?	Me connais-tu ?
Do you know me?	On se connait ?
Do you know me?	Tu sais qui je suis ?
Do you know me?	Tu me connais ?
Do you know us?	Nous connais-tu ?
Do you know us?	Nous connaissez-vous ?
Do you like it?	Tu aimes ?
Do you like it?	Ça vous plaît ?
Do you love me?	M'aimes-tu ?
Do you love me?	Est-ce que tu m'aimes ?
Do you love me?	M'aimez-vous ?
Do you love me?	Tu m'aimes ?
Do you mean us?	Tu veux dire nous ?
Do you miss it?	Ça te manque ?
Do you miss it?	Vous manque-t-il ?
Do you miss it?	Est-ce qu'il vous manque ?
Do you miss it?	Te manque-t-elle ?
Do you miss it?	Est-ce qu'elle te manque ?
Do you promise?	Promets-tu ?
Do you promise?	Promettez-vous ?
Do you read me?	M'entendez-vous ?
Do you recycle?	Pratiques-tu le recyclage ?
Do you recycle?	Pratiquez-vous le recyclage ?
Does it matter?	Cela a-t-il de l'importance ?
Does this hurt?	Est-ce que ça fait mal ?
Don't be angry.	Ne sois pas fâché.
Don't be angry.	Ne soyez pas en colère.
Don't be crazy.	Ne sois pas fou !
Don't be crazy.	Ne sois pas folle !
Don't be crazy.	Ne soyez pas fou !
Don't be crazy.	Ne soyez pas folle !
Don't be crude.	Ne sois pas salace !
Don't be crude.	Ne soyez pas salace !
Don't be naive.	Ne sois pas naïf !
Don't be naive.	Ne sois pas naïve !
Don't be naive.	Ne soyez pas naïf !
Don't be naive.	Ne soyez pas naïfs !
Don't be naive.	Ne soyez pas naïve !
Don't be naive.	Ne soyez pas naïves !
Don't be sorry.	Ne sois pas désolé !
Don't be sorry.	Ne sois pas désolée !
Don't be sorry.	Ne soyez pas désolé !
Don't be sorry.	Ne soyez pas désolée !
Don't be sorry.	Ne soyez pas désolés !
Don't be sorry.	Ne soyez pas désolées !
Don't be upset.	Ne sois pas fâché !
Don't be upset.	Ne sois pas fâchée !
Don't be upset.	Ne soyez pas fâché !
Don't be upset.	Ne soyez pas fâchée !
Don't be upset.	Ne soyez pas contrarié !
Don't be upset.	Ne soyez pas contrariée !
Don't be upset.	Ne sois pas contrarié !
Don't be upset.	Ne sois pas contrariée !
Don't be upset.	Ne soyez pas fâchés !
Don't be upset.	Ne soyez pas fâchées !
Don't be upset.	Ne soyez pas contrariées !
Don't be upset.	Ne soyez pas contrariés !
Don't blame me.	Je n'y suis pour rien.
Don't blame me.	Ne me le reproche pas.
Don't blame me.	Ne me le reprochez pas.
Don't buy that.	N'achète pas ça.
Don't buy that.	Ne gobe pas ça.
Don't complain.	Ne vous plaignez pas.
Don't fall off!	Ne tombe pas !
Don't fall off!	Ne tombez pas !
Don't judge me.	Ne me jugez pas.
Don't judge me.	Ne me juge pas.
Don't leave me.	Ne me quitte pas.
Don't leave me.	Ne me quittez pas.
Don't leave us.	Ne nous quitte pas !
Don't leave us.	Ne nous quittez pas !
Don't mind her.	Ne te soucie pas d'elle.
Don't mind her.	Ne vous souciez pas d'elle.
Don't obey him.	Ne lui obéis pas.
Don't obey him.	Ne lui obéissez pas.
Don't run here.	Ne cours pas ici.
Don't say that.	Ne dis pas ça.
Don't say that.	Ne dites pas ça.
Don't show off.	Arrête de frimer !
Don't show off.	Arrête de te la péter !
Don't stand up.	Ne te lève pas.
Don't stand up.	Ne vous levez pas.
Don't stop him.	Ne l'arrête pas.
Don't stop him.	Ne l'arrêtez pas.
Don't tease me.	Ne me taquine pas !
Don't tease me.	Ne me taquinez pas !
Don't tempt me.	Ne me tente pas !
Don't tempt me.	Ne me tentez pas !
Don't touch it.	Ne touche pas à ça.
Don't touch it.	N'y touche pas.
Don't touch me!	Ne me touche pas !
Don't touch me.	Ne me touche pas !
Don't touch me.	Ne me touchez pas !
Don't you care?	N'en as-tu rien à faire ?
Don't you care?	N'en avez-vous rien à faire ?
Drink some tea.	Buvez un peu de thé.
Drink some tea.	Bois un peu de thé.
Drop me a line.	Laissez-moi un mot.
Eat everything.	Mange tout.
Eat everything.	Mangez tout.
Eat more fruit.	Mangez plus de fruits.
Eat more fruit.	Mange plus de fruits.
Enjoy the show.	Prenez plaisir au spectacle.
Enjoy the show.	Prends plaisir au spectacle.
Enjoy your day.	Bonne journée à vous !
Enjoy your day.	Bonne journée à toi !
Enter the room.	Entrez dans la chambre.
Everybody left.	Tout le monde partit.
Everybody lies.	Tout le monde ment.
Everyone gasps.	Tout le monde est en haleine.
Fight like men.	Battez-vous comme des hommes.
Fishing is fun.	Pêcher est amusant.
Form two lines.	Formez deux lignes.
Get in the car.	Monte dans la voiture !
Get in the car.	Montez dans la voiture !
Get in the car.	Grimpe dans la voiture !
Get in the car.	Grimpez dans la voiture !
Get in the van.	Monte dans la camionnette !
Get in the van.	Montez dans la camionnette !
Get in the van.	Grimpe dans la camionnette !
Get in the van.	Grimpez dans la camionnette !
Get on the bus.	Montez dans le bus !
Get on the bus.	Grimpez dans le bus !
Get on the bus.	Grimpe dans le bus !
Get on the bus.	Monte dans le bus !
Get on with it.	Continuez !
Get on with it.	Continue !
Get out of bed!	Sortez du lit !
Get out of bed.	Sors du lit !
Get out of bed.	Sortez du lit !
Get rid of her.	Débarrasse-toi d'elle !
Get rid of her.	Débarrassez-vous d'elle !
Get some sleep.	Prends un peu de sommeil.
Get some sleep.	Prenez un peu de sommeil.
Give him a hug.	Fais-lui un câlin !
Give him a hug.	Faites-lui un câlin !
Give it a shot.	Tente-le !
Give it a shot.	Tentez-le !
Give it to her.	Donne-le-lui.
Give it to him.	Donne-le-lui.
Give me a beer.	Donne-moi une bière.
Give me a beer.	Donnez-moi une bière.
Give me a hand.	Prête-moi main forte !
Give me a hand.	Prêtez-moi main forte !
Give me a hint.	Donne-moi un indice.
Give me a kiss.	Donne-moi un bisou !
Give me a kiss.	Donnez-moi un baiser !
Give me a kiss.	Donnez-moi un bisou !
Go back to bed.	Retourne au lit !
Go back to bed.	Retournez au lit !
Go get changed.	Va te changer !
Go get changed.	Allez vous changer !
Go look for it.	Va le chercher !
Go look for it.	Va la chercher !
Go right ahead.	Allez tout droit !
Go right ahead.	Va tout droit !
Go take a walk.	Va faire une promenade !
Go take a walk.	Allez faire une promenade !
Go to the park.	Allez au parc.
Good afternoon.	Bonjour.
Grab your gear.	Attrape tes affaires !
Grab your gear.	Attrapez vos affaires !
Guess who I am.	Devine qui je suis !
Hand me my mug.	Passe-moi mon mug.
Happy New Year!	Bonne année !
Happy New Year!	Joyeuse année !
Happy birthday!	Bon anniversaire !
Have you eaten?	Tu as mangé ?
Have you eaten?	Avez-vous mangé ?
Have you slept?	As-tu dormi ?
Have you slept?	Avez-vous dormi ?
He almost died.	Il a failli mourir.
He also saw it.	Il l’a aussi vu.
He asked me to.	Il me l'a demandé.
He became rich.	Il est devenu riche.
He bit his lip.	Il se mordit la lèvre.
He bit his lip.	Il s'est mordu la lèvre.
He came by bus.	Il est venu en bus.
He came by bus.	Il vint en bus.
He came by car.	Il est venu en voiture.
He can't count.	Il ne sait pas compter.
He can't do it.	Il est incapable de le faire.
He can't do it.	Il n'est pas capable de le faire.
He can't drive.	Il ne sait pas conduire.
He can't drive.	Il ne peut pas conduire.
He cannot swim.	Il ne sait pas nager.
He could do it.	Lui pourrait le faire.
He counts fast.	Il compte vite.
He deceived me.	Il m'a trompé.
He deserved it.	Il l'a mérité.
He dislikes me.	Il ne m'aime pas.
He dislikes me.	Il éprouve de l'antipathie à mon égard.
He doesn't lie.	Il ne ment pas.
He doesn't tan.	Il ne bronze pas.
He felt uneasy.	Il se sentit mal à l'aise.
He felt uneasy.	Il s'est senti mal à l'aise.
He flew a kite.	Il faisait voler un cerf-volant.
He gazed at me.	Il me jeta un regard.
He got the job.	Il eut le poste.
He got the job.	Il a eu le poste.
He has a beard.	Il porte une barbe.
He has a lunch.	Il dispose d'un déjeuner.
He has a lunch.	Il a un déjeuner.
He has a point.	Il marque un point.
He has a point.	Il a raison là-dessus.
He has a point.	Il n'a pas complètement tort.
He has a video.	Il dispose d'une vidéo.
He has a video.	Il détient une vidéo.
He has changed.	Il a changé.
He has left us.	Il nous a quittés.
He has no fear.	Il n'a pas peur.
He has to come.	Il doit venir.
He hated lying.	Il détestait mentir.
He is American.	Il est Américain.
He is Canadian.	Il est canadien.
He is Japanese.	Il est japonais.
He is a genius.	C'est un génie.
He is a writer.	Il est écrivain.
He is an actor.	C'est un acteur.
He is bankrupt.	Il est en faillite.
He is in Tokyo.	Il est à Tokyo.
He is my uncle.	C'est mon oncle.
He is outgoing.	Il est ouvert.
He is outgoing.	Il est sociable.
He is outgoing.	Il est extraverti.
He is powerful.	Il est puissant.
He is well off.	Il est riche.
He keeps a cat.	Il a un chat.
He lay face up.	Il était étendu le visage visible.
He likes money.	Il aime l'argent.
He likes money.	Il apprécie l'argent.
He lives alone.	Il vit seul.
He looked back.	Il regarda derrière lui.
He looked well.	Il avait l'air bien.
He looked well.	Il avait l'air en bonne santé.
He looks tired.	Il a l'air fatigué.
He looks young.	Il a l'air jeune.
He lost a book.	Il a perdu un livre.
He loves music.	Il adore la musique.
He needs money.	Il a besoin d'argent.
He owes me one.	Il m'en doit une.
He passed away.	Il est décédé.
He respects me.	Il me respecte.
He sang a song.	Il a chanté une chanson.
He saw it also.	Il l'a vu aussi.
He saw it, too.	Il l'a vu aussi.
He saw it, too.	Il l’a vu aussi.
He scolded her.	Il la gronda.
He scolded her.	Il l'a grondée.
He seems angry.	Il a l'air en colère.
He seems happy.	Il semble heureux.
He seems happy.	Il paraît heureux.
He seems happy.	Il a l'air heureux.
He seems tired.	Il a l'air fatigué.
He sells fruit.	Il vend des fruits.
He should come.	Il devrait arriver.
He slapped her.	Il l'a giflée.
He sold us out.	Il nous a vendus.
He sold us out.	Il nous a vendues.
He surrendered.	Il s'est rendu.
He talks a lot.	Il parle beaucoup.
He trusted you.	Il s'est fié à toi.
He walked away.	Il est parti.
He walked away.	Il partit.
He walked away.	Il s'en alla.
He wants to go.	Il veut partir.
He wants to go.	Il veut y aller.
He wants to go.	Il veut s'en aller.
He was English.	Il était Anglais.
He was in pain.	Il souffrait.
He was invited.	Il était invité.
He was invited.	Il fut invité.
He was invited.	Il a été invité.
He was panting.	Il tirait la langue.
He was panting.	Il haletait.
He was patient.	Il était patient.
He was perfect.	Il fut parfait.
He was perfect.	Il a été parfait.
He was perfect.	Il était parfait.
He was stunned.	Il fut paralysé.
He was stunned.	Il était paralysé.
He was stunned.	Il a été paralysé.
He went skiing.	Il est allé skier.
He went skiing.	Il a fait du ski.
He went to bed.	Il se mit au lit.
He will not go.	Il n'ira pas.
He worked hard.	Il travailla dur.
He worked hard.	Il a travaillé dur.
He works a lot.	Il travaille beaucoup.
He's a bit shy.	Il est un peu timide.
He's a bit shy.	Il est quelque peu timide.
He's a gambler.	Il est joueur.
He's a gambler.	C'est un joueur.
He's a man now.	C'est désormais un homme.
He's a slacker.	C'est un fainéant.
He's a slacker.	C'est un planqué.
He's all right.	Il va bien.
He's an author.	C'est un auteur.
He's an author.	Il est auteur.
He's an ex-con.	C'est un ancien détenu.
He's an outlaw.	C'est un hors-la-loi.
He's depressed.	Il est déprimé.
He's henpecked.	Il est harcelé.
He's in danger.	Il est en danger.
He's in prison.	Il se trouve en prison.
He's in prison.	Il est en prison.
He's my friend.	Il est mon ami.
He's my friend.	C’est mon ami.
He's my friend.	C'est mon ami.
He's not going.	Il n'y va pas.
He's not going.	Il ne s'y rend pas.
He's not going.	Il ne s'en va pas.
He's not ready.	Il n'est pas prêt.
He's so stupid.	Il est tellement idiot !
He's too drunk.	Il est trop saoul.
He's too drunk.	Il est trop ivre.
He's very open.	Il est très ouvert.
Hello everyone!	Salut tout le monde !
Hello everyone!	Salut les gens !
Here comes Tom.	Voici Tom.
Here comes Tom.	Voilà Tom.
Here is a book.	Voici un livre.
Here is my key.	Voici ma clef.
Here she comes.	La voici.
Here she comes.	La voilà !
Here's my room.	Voici ma chambre !
Hey, what's up?	Hé ! Quoi de neuf ?
Hi! What's new?	Hé ! Quoi de neuf ?
His head ached.	Il avait mal à la tête.
How can I help?	De quelle manière puis-je aider ?
How can I lose?	Comment puis-je perdre ?
How deep is it?	De quelle profondeur est-ce ?
How did I look?	De quoi ai-je eu l'air ?
How did I look?	De quoi avais-je l'air ?
How did it end?	Comment ça s'est fini ?
How did you do?	Comment avez-vous fait ?
How did you do?	Comment as-tu fait ?
How good is he?	Jusqu'à quel point est-il bon ?
How high is it?	Grand comment ?
How long is it?	Combien de temps cela dure-t-il ?
How much is it?	Ça coûte combien ?
How tall is he?	Quelle est sa taille ?
How tall is he?	Quelle taille fait-il ?
How was Boston?	Comment c'était, Boston ?
How wide is it?	De quelle largeur est-ce ?
How's it going?	Comment cela se passe-t-il ?
How's your job?	Comment va ton boulot ?
How's your job?	Comment va votre travail ?
Hurry up, guys.	Dépêchez-vous, les mecs !
Hurry up, guys.	Magnez-vous, les mecs !
Hurry up, guys.	Maniez-vous, les mecs !
I already know.	Je sais déjà.
I am Hungarian.	Je suis hongrois.
I am a shy boy.	Je suis un garçon timide.
I am a student.	Je suis étudiant.
I am a teacher.	Je suis professeur.
I am a tourist.	Je suis touriste.
I am after him.	Je suis après lui.
I am an artist.	Je suis un artiste.
I am an artist.	Je suis une artiste.
I am exhausted.	Je suis épuisée.
I am exhausted.	Je suis épuisé.
I am exhausted.	Je suis vanné.
I am exhausted.	Je suis vannée.
I am exhausted.	Je suis fourbu.
I am exhausted.	Je suis crevé.
I am in London.	Je suis à Londres.
I am in a spot.	Je suis dans le pétrin.
I am in a spot.	Je suis dans un endroit.
I am not happy.	Je ne suis pas content.
I am not happy.	Je ne suis pas heureux.
I am not happy.	Je ne suis pas heureuse.
I am not happy.	Je ne suis pas contente.
I am off today.	Je suis en congé, aujourd'hui.
I am off today.	Je ne suis pas de service, aujourd'hui.
I am off today.	Je ne suis pas en service, aujourd'hui.
I am too short.	Je suis trop petit.
I am very tall.	Je suis très grand.
I am very tall.	Je suis très grande.
I ate too much.	J'ai trop mangé.
I believe that.	J'y crois.
I believed you.	Je t'ai cru.
I believed you.	Je vous ai cru.
I believed you.	Je t'ai crue.
I believed you.	Je vous ai crue.
I believed you.	Je vous ai crus.
I believed you.	Je vous ai crues.
I bike to work.	Je vais au travail à bicyclette.
I bike to work.	Je me rends au travail en vélo.
I borrow money.	J'emprunte de l'argent.
I bought a hat.	J'ai fait l'acquisition d'un chapeau.
I broke my arm.	Je me suis cassé le bras.
I broke my leg.	Je me suis cassé la jambe.
I brought mine.	J'ai apporté le mien.
I brought mine.	J'ai apporté la mienne.
I brought wine.	J'ai apporté du vin.
I called ahead.	J'ai appelé auparavant.
I came for you.	Je suis venu pour toi.
I came for you.	Je suis venu à cause de toi.
I can hear you.	Je peux t'entendre.
I can hear you.	Je peux vous entendre.
I can help Tom.	Je peux aider Tom.
I can help you.	Je peux t'aider.
I can help you.	Je peux vous aider.
I can prove it.	Je peux le prouver.
I can't get in.	Je ne parviens pas à y pénétrer.
I can't get in.	Je ne parviens pas à y entrer.
I can't go out.	Je ne peux pas sortir.
I can't use it.	Je ne peux pas l'utiliser.
I corrected it.	Je l'ai corrigé.
I corrected it.	Je l'ai corrigée.
I decorated it.	Je l'ai décoré.
I decorated it.	Je l'ai décorée.
I deserve that.	Je mérite ça.
I deserve this.	Je le mérite.
I did have fun.	Je me suis amusé.
I did have fun.	Je me suis amusée.
I did warn you.	Je t'avais prévenue.
I did warn you.	Je vous avais prévenue.
I did warn you.	Je vous avais prévenus.
I did warn you.	Je vous avais prévenues.
I didn't argue.	Je ne me suis pas disputé.
I didn't argue.	Je ne me suis pas disputée.
I didn't cheat.	Je n'ai pas triché.
I didn't cheat.	Je n'ai pas copié.
I didn't do it.	Je ne l'ai pas fait.
I didn't drive.	Je n'ai pas conduit.
I didn't flunk.	Je n'ai pas été recalé.
